6.394884621840901673e-14 , 5.684341886080801487e-14 , 4.263256414560601115e-14 , 2.131628207280300558e-14 , 4.973799150320701301e-14 , 3.552713678800500929e-14 , 3.552713678800500929e-14 , 6.394884621840901673e-14 , 4.263256414560601115e-14 , 4.263256414560601115e-14 , 2.842170943040400743e-14 , 1.421085471520200372e-14 , 1.065814103640150279e-14 , 3.907985046680551022e-14 , 1.776356839400250465e-14 , 2.842170943040400743e-14 , 7.105427357601001859e-15 , 8.881784197001252323e-15 , 3.552713678800500929e-15 , 8.881784197001252323e-16
1.915445579925290076e-11 , 1.637179281033240841e-11 , 1.121769344081258168e-11 , 4.451550239537027664e-12 , 2.968736367847668589e-12 , 9.954037594184228510e-12 , 1.549532724354207858e-11 , 1.878786015652167407e-11 , 1.935918092499377963e-11 , 1.711963903971991385e-11 , 1.240252345269254874e-11 , 5.879741138414829038e-12 , 1.493916101935610641e-12 , 8.645528737361019012e-12 , 1.455013887152745156e-11 , 1.834088436680758605e-11 , 1.947775274402374635e-11 , 1.778621694370485784e-11 , 1.351585510178665572e-11 , 7.286393710614902375e-12
1.936362181709228025e-11 , 1.834488116969623661e-11 , 1.635491742035810603e-11 , 1.351507794566941811e-11 , 9.959422175853660519e-12 , 5.877964781575428788e-12 , 1.493027923515910516e-12 , 2.975841795205269591e-12 , 7.286171666009977343e-12 , 1.121702730699780659e-11 , 1.455480180823087721e-11 , 1.712541219944796467e-11 , 1.879618682920636275e-11 , 1.947830785553605892e-11 , 1.913935676611799863e-11 , 1.778976965738365834e-11 , 1.550182204823613574e-11 , 1.240318958650732384e-11 , 8.649303495644744544e-12 , 4.441669254617863771e-12
6.661338147750939243e-16 , 2.664535259100375697e-15 , 6.161737786669618799e-15 , 4.773959005888173124e-15 , 4.551914400963141816e-15 , 6.217248937900876626e-15 , 5.107025913275720086e-15 , 3.774758283725532237e-15 , 1.526556658859590243e-15 , 3.219646771412953967e-15 , 1.443289932012703503e-15 , 8.881784197001252323e-16 , 1.332267629550187849e-15 , 9.992007221626408864e-16 , 1.318389841742373392e-15 , 2.275957200481570908e-15 , 2.442490654175344389e-15 , 1.332267629550187849e-15 , 2.442490654175344389e-15 , 1.221245327087672194e-15
6.550315845288423588e-15 , 6.938893903907228378e-15 , 2.900457651833221462e-15 , 2.664535259100375697e-15 , 1.110223024625156540e-16 , 2.220446049250313081e-16 , 2.414735078559715475e-15 , 5.329070518200751394e-15 , 5.440092820663267048e-15 , 3.330669073875469621e-15 , 4.107825191113079200e-15 , 1.387778780781445676e-15 , 4.996003610813204432e-16 , 3.330669073875469621e-16 , 2.220446049250313081e-16 , 5.273559366969493567e-16 , 2.220446049250313081e-15 , 3.108624468950438313e-15 , 2.775557561562891351e-15 , 1.942890293094023946e-15
8.326672684688674053e-16 , 8.604228440844963188e-16 , 3.025357742103551573e-15 , 3.608224830031758756e-15 , 4.551914400963141816e-15 , 3.143318938469974455e-15 , 3.719247132494274410e-15 , 2.664535259100375697e-15 , 2.498001805406602216e-15 , 2.275957200481570908e-15 , 3.608224830031758756e-15 , 2.720046410331633524e-15 , 2.553512956637860043e-15 , 1.443289932012703503e-15 , 9.992007221626408864e-16 , 1.276756478318930021e-15 , 9.159339953157541458e-16 , 6.661338147750939243e-16 , 9.992007221626408864e-16 , 3.330669073875469621e-16
4.052314039881821373e-15 , 1.585537257042801684e-15 , 4.329869796038110508e-15 , 2.942091015256664832e-15 , 4.357625371653739421e-15 , 4.579669976578770729e-15 , 4.440892098500626162e-15 , 3.025357742103551573e-15 , 4.218847493575594854e-15 , 3.663735981263016583e-15 , 4.579669976578770729e-15 , 3.275157922644211794e-15 , 1.887379141862766119e-15 , 2.470246229790973302e-15 , 2.414735078559715475e-15 , 2.831068712794149178e-15 , 2.275957200481570908e-15 , 1.762479051592436008e-15 , 8.326672684688674053e-16 , 6.661338147750939243e-16
4.302114220422481594e-15 , 6.786238238021269353e-15 , 5.995204332975845318e-15 , 3.885780586188047891e-15 , 3.164135620181696140e-15 , 4.718447854656915297e-15 , 3.538835890992686473e-15 , 5.051514762044462259e-15 , 3.969047313034934632e-15 , 2.629840789580839555e-15 , 2.303712776097199821e-15 , 4.080069615497450286e-15 , 4.246603069191223767e-15 , 2.331468351712828735e-15 , 1.526556658859590243e-15 , 1.776356839400250465e-15 , 2.664535259100375697e-15 , 2.345346139520643192e-15 , 1.942890293094023946e-16 , 1.110223024625156540e-15
3.627653732962698996e-14 , 2.477185123694880531e-14 , 3.766431611040843563e-14 , 1.776356839400250465e-14 , 4.493627692170321097e-14 , 2.775557561562891351e-15 , 3.937128401076961381e-14 , 3.802513859341161151e-15 , 4.504729922416572663e-14 , 1.834643548193071183e-14 , 3.627653732962698996e-14 , 2.114974861910923210e-14 , 3.760880495917717781e-14 , 3.533284775869560690e-14 , 2.661759701538812806e-14 , 3.734512699082870313e-14 , 2.275957200481570908e-14 , 4.665712260987220361e-14 , 1.014466288751236789e-14 , 4.812816811750053603e-14
4.302114220422481594e-13 , 4.367894934631522119e-13 , 4.112821194723892404e-13 , 4.372058270973866456e-13 , 3.819722316222851077e-13 , 4.403283293541448984e-13 , 3.365918654907318341e-13 , 4.545894910501502295e-13 , 2.840783164259619298e-13 , 4.783742846292682316e-13 , 2.246258734572847970e-13 , 5.152683835163429649e-13 , 1.647848524299888595e-13 , 5.595940377745023397e-13 , 1.136035709947691430e-13 , 6.017408793468348449e-13 , 6.822320486321586941e-14 , 6.387113060668525577e-13 , 3.270994586301867457e-14 , 6.577793865147896213e-13
