1.794741904029910481e-03 , -3.455277408505738005e-03 , 7.221669249397267491e-05 , -3.468983705364083034e-04 , 1.292774955168345032e-03 , -5.775671259091626073e-05 , -3.413066841583968936e-03 , 8.479571680503283047e-04 , 2.785127475079289799e-03 , 2.606817635902647151e-04 , 9.321586084427904966e-04 , 2.109223227644217680e-04 , 2.221471309220731955e-03 , 1.846515272684644141e-03 , 5.437122780647964636e-04 , 1.401172605152715598e-04 , -7.485096340446510503e-04 , 1.059466512197005929e-04 , -2.288339214157532968e-05 , -3.495723475798624517e-03 , 3.868794968343748555e-03 , -8.982146202552975249e-05 , -7.788999239108015948e-04 , -6.261856302047271442e-06
1.390631958512959137e-03 , -2.535228533083683147e-03 , 1.398986175521751632e-05 , -5.425299630214456105e-04 , -8.468550152607361246e-04 , 5.024664436122659771e-04 , 2.149627974354431106e-04 , 1.732856026074154621e-03 , -2.566303088272211836e-03 , 3.642996690765501130e-03 , -1.757897277510755496e-03 , 1.730893763873849215e-03 , 3.247371837379996705e-03 , 3.828268798334875434e-04 , -8.978069293650788344e-04 , -1.708794230772054702e-03 , 3.656766250838889469e-04 , -1.564398033294143314e-03 , -2.500763739936560405e-03 , 6.120483507039316262e-04 , -1.930400873402087283e-03 , 1.922542854494085473e-03 , 8.083592771070928365e-04 , -2.186165783380668391e-03
-1.794741904029907879e-03 , 3.455277408505735403e-03 , 7.221669249393631348e-05 , 3.468983705364120981e-04 , -1.292774955168342213e-03 , -5.775671259089308591e-05 , 3.413066841583981947e-03 , 8.479571680502571811e-04 , -2.785127475079301074e-03 , 2.606817635902481810e-04 , -9.321586084428296363e-04 , 2.109223227642725276e-04 , 2.221471309220724149e-03 , 1.846515272684629613e-03 , -5.437122780648386390e-04 , -1.401172605152686595e-04 , -7.485096340446509419e-04 , 1.059466512196981941e-04 , 2.288339214158783188e-05 , -3.495723475798624517e-03 , 3.868794968343749422e-03 , 8.982146202555520414e-05 , -7.788999239108026790e-04 , 6.261856301929771032e-06
1.390631958512963907e-03 , -2.535228533083681412e-03 , -1.398986175519575265e-05 , -5.425299630214523326e-04 , -8.468550152607455571e-04 , -5.024664436122608813e-04 , 2.149627974354075758e-04 , -1.732856026074165679e-03 , -2.566303088272180177e-03 , -3.642996690765511105e-03 , -1.757897277510479458e-03 , -1.730893763874132409e-03 , -3.247371837380007113e-03 , -3.828268798335055412e-04 , -8.978069293650726545e-04 , -1.708794230772047330e-03 , -3.656766250838865075e-04 , 1.564398033294316787e-03 , -2.500763739936449816e-03 , -6.120483507039108095e-04 , 1.930400873402063431e-03 , 1.922542854494095448e-03 , -8.083592771069201231e-04 , -2.186165783380749489e-03
-1.766016323215901769e-03 , -9.297561143683486879e-06 , 1.344395941775031189e-03 , -9.474720076671368750e-04 , -1.633684363517906796e-03 , -8.245645741626389438e-04 , -2.590844182749706126e-03 , 3.861427229728637764e-03 , -2.352704384164134319e-04 , -1.692520925963694267e-04 , -1.256189617825484569e-03 , -2.075168769439914192e-03 , -2.149238058095016574e-03 , 1.435629777117909147e-04 , -3.377597524328368461e-03 , -3.895103708132343148e-04 , -1.220276011574386506e-04 , -1.840994962779449358e-03 , 2.910344007456731018e-03 , -2.269078103632301419e-03 , -1.488139298305756917e-03 , 1.505122460116032528e-03 , 6.405090017070829778e-04 , 4.729349041337438885e-04
-2.999328847461309351e-03 , -2.099263507507543453e-03 , 3.987849220558360545e-03 , 1.688502760578271082e-03 , -1.385487021925810747e-04 , 5.594669051156029096e-04 , 2.859072967334324341e-04 , -3.532573183762710892e-04 , 1.885980385486634196e-05 , 5.898425351056184340e-05 , -1.620319303078524085e-04 , -3.711861103372174781e-05 , -1.137929801447122975e-04 , -4.758856192154912752e-04 , -7.440778947261927640e-04 , 4.008576132848417077e-04 , 6.771621511066296291e-04 , -1.406442288200004161e-03 , 2.585100079651460022e-04 , 1.813025173417914153e-03 , 2.680953430174992224e-03 , -3.387695922877236900e-03 , 2.837993014452637030e-03 , -2.985178670239420178e-03
1.239427915465980560e-03 , -8.655596089737625960e-04 , -3.304372217839421713e-04 , 9.638285790651544577e-04 , 2.378220534545921316e-03 , 4.751124189659193585e-05 , 1.837574656155722443e-03 , -2.294486808874429771e-03 , -8.876899757513202554e-05 , -3.018475230797257455e-04 , -5.044491558951027296e-04 , 6.470920750361691632e-04 , 1.217082147250433397e-05 , -1.151882010995650693e-03 , -1.800753097192046284e-03 , 6.320218969647040889e-04 , 3.374826679923713293e-04 , -2.269743692894747068e-03 , 1.550512675412180812e-03 , -2.248354856624984639e-03 , -6.903866809850452363e-04 , 4.343332900290223001e-04 , 8.745889619211471558e-04 , 1.760824739235687230e-04
-9.618180456773542863e-04 , 1.727184973037503533e-03 , 1.856939467472778365e-04 , 6.591126444839447282e-04 , 1.576763563709013402e-03 , -7.675278830781348668e-04 , -5.278872100990596736e-04 , -4.815039284809307041e-05 , 1.580782703725729576e-03 , -2.800821729783804347e-03 , 1.983426417346506685e-04 , -4.419124134255353765e-04 , 2.025689592321238287e-03 , 1.848464323148192850e-03 , -5.791699825899375128e-04 , -4.696983837246999113e-04 , -2.830741502396950479e-05 , -6.466462404949585444e-04 , -1.066308946662147079e-03 , 5.955082307912414963e-04 , -1.142977202727808814e-03 , 1.797422931575348671e-03 , 7.135820556580087324e-04 , -2.050769261656008088e-03
-1.239427915465980343e-03 , 8.655596089737593434e-04 , -3.304372217839550733e-04 , -9.638285790651559756e-04 , -2.378220534545926086e-03 , 4.751124189659716035e-05 , -1.837574656155769063e-03 , -2.294486808874386836e-03 , 8.876899757513766339e-05 , -3.018475230797199992e-04 , 5.044491558950061271e-04 , 6.470920750362465753e-04 , 1.217082147250415610e-05 , -1.151882010995598435e-03 , 1.800753097192077292e-03 , -6.320218969647117867e-04 , 3.374826679923721966e-04 , -2.269743692894636913e-03 , -1.550512675412344743e-03 , -2.248354856624979869e-03 , -6.903866809850419837e-04 , -4.343332900290246853e-04 , 8.745889619211612504e-04 , -1.760824739235111790e-04
-9.618180456773519011e-04 , 1.727184973037502883e-03 , -1.856939467472897628e-04 , 6.591126444839422345e-04 , 1.576763563709012751e-03 , 7.675278830781242416e-04 , -5.278872100990554452e-04 , 4.815039284810398697e-05 , 1.580782703725727191e-03 , 2.800821729783808250e-03 , 1.983426417345905495e-04 , 4.419124134255679568e-04 , -2.025689592321232649e-03 , -1.848464323148204125e-03 , -5.791699825898960962e-04 , -4.696983837247027302e-04 , 2.830741502396965726e-05 , 6.466462404950314028e-04 , -1.066308946662103711e-03 , -5.955082307912240407e-04 , 1.142977202727784528e-03 , 1.797422931575354092e-03 , -7.135820556578451263e-04 , -2.050769261656083114e-03
1.766016323215896348e-03 , 9.297561143692741561e-06 , 1.344395941775034225e-03 , 9.474720076671392602e-04 , 1.633684363517912000e-03 , -8.245645741626488100e-04 , 2.590844182749786357e-03 , 3.861427229728583554e-03 , 2.352704384164124019e-04 , -1.692520925963699688e-04 , 1.256189617825810914e-03 , -2.075168769439716433e-03 , -2.149238058095012237e-03 , 1.435629777118768106e-04 , 3.377597524328367594e-03 , 3.895103708132358327e-04 , -1.220276011574364280e-04 , -1.840994962779245311e-03 , -2.910344007456868061e-03 , -2.269078103632293179e-03 , -1.488139298305746509e-03 , -1.505122460116039684e-03 , 6.405090017071228764e-04 , -4.729349041336996531e-04
-2.999328847461295040e-03 , -2.099263507507573377e-03 , -3.987849220558349270e-03 , 1.688502760578280623e-03 , -1.385487021925812373e-04 , -5.594669051156059454e-04 , 2.859072967334419209e-04 , 3.532573183762626324e-04 , 1.885980385487054663e-05 , -5.898425351056330029e-05 , -1.620319303078662863e-04 , 3.711861103369863398e-05 , 1.137929801447130836e-04 , 4.758856192154727895e-04 , -7.440778947262081597e-04 , 4.008576132848422498e-04 , -6.771621511066314722e-04 , 1.406442288199977924e-03 , 2.585100079652457488e-04 , -1.813025173417885747e-03 , -2.680953430174983984e-03 , -3.387695922877266390e-03 , -2.837993014452382459e-03 , -2.985178670239656967e-03
-1.456626931284455296e-03 , -9.736138755980152260e-04 , 7.670192107398219380e-04 , -4.368449994294905034e-03 , 1.088926153112556314e-03 , -6.194570617937931664e-03 , 2.821609534700834487e-03 , -1.341038540799400613e-03 , 2.258983278033786530e-03 , 1.950478035992761570e-03 , 3.247319222618891776e-05 , 1.223119012043300327e-03 , -9.100742552571245477e-04 , 1.514969611857555631e-03 , 5.632143358273531547e-04 , -5.008037142186990386e-03 , 6.684086129596939624e-04 , 2.644780105076491999e-03 , 1.351095959913405130e-03 , -9.983715663215350904e-04 , -5.565432338917770949e-04 , -6.892736810391230035e-04 , 2.484207183233278805e-03 , -4.166105955331939842e-06
