-3.495723475798624517e-03 , -6.261856302047271442e-06 , -7.788999239108015948e-04 , 3.868794968343748555e-03 , -8.982146202552975249e-05
6.120483507039316262e-04 , -2.186165783380668391e-03 , 8.083592771070928365e-04 , -1.930400873402087283e-03 , 1.922542854494085473e-03
-3.495723475798624517e-03 , 6.261856301929771032e-06 , -7.788999239108026790e-04 , 3.868794968343749422e-03 , 8.982146202555520414e-05
-6.120483507039108095e-04 , -2.186165783380749489e-03 , -8.083592771069201231e-04 , 1.930400873402063431e-03 , 1.922542854494095448e-03
-2.269078103632301419e-03 , 4.729349041337438885e-04 , 6.405090017070829778e-04 , -1.488139298305756917e-03 , 1.505122460116032528e-03
1.813025173417914153e-03 , -2.985178670239420178e-03 , 2.837993014452637030e-03 , 2.680953430174992224e-03 , -3.387695922877236900e-03
-2.248354856624984639e-03 , 1.760824739235687230e-04 , 8.745889619211471558e-04 , -6.903866809850452363e-04 , 4.343332900290223001e-04
5.955082307912414963e-04 , -2.050769261656008088e-03 , 7.135820556580087324e-04 , -1.142977202727808814e-03 , 1.797422931575348671e-03
-2.248354856624979869e-03 , -1.760824739235111790e-04 , 8.745889619211612504e-04 , -6.903866809850419837e-04 , -4.343332900290246853e-04
-5.955082307912240407e-04 , -2.050769261656083114e-03 , -7.135820556578451263e-04 , 1.142977202727784528e-03 , 1.797422931575354092e-03
-2.269078103632293179e-03 , -4.729349041336996531e-04 , 6.405090017071228764e-04 , -1.488139298305746509e-03 , -1.505122460116039684e-03
-1.813025173417885747e-03 , -2.985178670239656967e-03 , -2.837993014452382459e-03 , -2.680953430174983984e-03 , -3.387695922877266390e-03
-9.983715663215350904e-04 , -4.166105955331939842e-06 , 2.484207183233278805e-03 , -5.565432338917770949e-04 , -6.892736810391230035e-04
1.817311656030776417e-03 , -3.087110524426305014e-03 , 2.940858470587438128e-03 , 2.912620267807070670e-03 , -3.717491403170408801e-03
-9.960167130160977288e-04 , -4.028547257187909449e-06 , 2.397314492683088986e-03 , -5.122763541936859767e-04 , -6.281250945224530098e-04
5.071916280142984863e-04 , -1.743988615790856593e-03 , 3.109345525050064962e-04 , 2.022249765213549763e-05 , 1.129479130226191883e-03
-9.960167130160988130e-04 , 4.028547257379072927e-06 , 2.397314492683088986e-03 , -5.122763541936899883e-04 , 6.281250945224553951e-04
-5.071916280142851506e-04 , -1.743988615790888251e-03 , -3.109345525048622431e-04 , -2.022249765215727992e-05 , 1.129479130226189497e-03
-9.983715663215359578e-04 , 4.166105955529724577e-06 , 2.484207183233275770e-03 , -5.565432338917816486e-04 , 6.892736810391245214e-04
-1.817311656030746493e-03 , -3.087110524426549610e-03 , -2.940858470587172716e-03 , -2.912620267807063297e-03 , -3.717491403170445231e-03
-4.181565299668576157e-05 , 4.211796234162610246e-05 , 1.156625401340819837e-03 , -2.311329925527647999e-04 , 5.000369792287495137e-05
2.960973358516408717e-04 , -1.097248590341580194e-03 , -5.634361719644353578e-05 , 4.474872426531760695e-05 , 6.787438731649720648e-04
-4.181565299668534144e-05 , -4.211796234152751460e-05 , 1.156625401340823306e-03 , -2.311329925527659112e-04 , -5.000369792287234251e-05
-2.960973358516340412e-04 , -1.097248590341579977e-03 , 5.634361719653524573e-05 , -4.474872426533060382e-05 , 6.787438731649727153e-04
